experiment_id,mode,timestamp,action,step_id,step_name,short_text_viewed,long_text_viewed,single_pieces_viewed,assembly_viewed,video_viewed
1,Sentient,2025-11-13 11:09:08.614916,navigate_next,2.0,Assembly PIECE 1,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:09:08.655133,initial_suggestion,2.0,Assembly PIECE 1,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:09:19.498985,sentient_step_adapted,3.0,Withdraw Components for PIECE 2,1.0,0.0,1.0,0.0,0.0
1,Sentient,2025-11-13 11:09:50.039834,navigate_next,3.0,Withdraw Components for PIECE 2,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:09:50.074471,initial_suggestion,3.0,Withdraw Components for PIECE 2,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:10:05.554847,sentient_step_adapted,4.0,Assembly PIECE 2,1.0,0.0,1.0,0.0,1.0
1,Sentient,2025-11-13 11:11:40.912080,navigate_next,4.0,Assembly PIECE 2,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:11:40.948787,initial_suggestion,4.0,Assembly PIECE 2,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:11:45.576839,sentient_step_adapted,5.0,Withdraw Components for PIECE 3,1.0,0.0,1.0,0.0,0.0
1,Sentient,2025-11-13 11:19:25.842851,navigate_next,5.0,Withdraw Components for PIECE 3,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:19:25.875506,initial_suggestion,5.0,Withdraw Components for PIECE 3,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:19:37.154554,sentient_step_adapted,6.0,Assembly PIECE 3,1.0,0.0,1.0,1.0,1.0
1,Sentient,2025-11-13 11:25:31.872520,navigate_next,6.0,Assembly PIECE 3,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:25:31.942453,initial_suggestion,6.0,Assembly PIECE 3,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:25:41.562021,sentient_step_adapted,7.0,Withdraw Components for PIECE 4,1.0,0.0,1.0,0.0,0.0
1,Sentient,2025-11-13 11:25:58.261112,navigate_next,7.0,Withdraw Components for PIECE 4,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:25:58.305857,initial_suggestion,7.0,Withdraw Components for PIECE 4,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:26:12.282783,sentient_step_adapted,8.0,Assembly PIECE 4,0.0,0.0,1.0,1.0,1.0
1,Sentient,2025-11-13 11:27:15.583071,navigate_next,8.0,Assembly PIECE 4,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:27:15.750294,initial_suggestion,8.0,Assembly PIECE 4,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:27:24.455520,sentient_step_adapted,9.0,Withdraw Components for PIECE 5,1.0,0.0,1.0,0.0,0.0
1,Sentient,2025-11-13 11:27:47.841371,navigate_next,9.0,Withdraw Components for PIECE 5,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:27:47.882751,initial_suggestion,9.0,Withdraw Components for PIECE 5,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:27:57.539736,sentient_step_adapted,10.0,Assembly PIECE 5,0.0,0.0,1.0,1.0,1.0
1,Sentient,2025-11-13 11:29:53.794479,navigate_next,10.0,Assembly PIECE 5,0.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:29:53.853048,initial_suggestion,10.0,Assembly PIECE 5,1.0,0.0,0.0,0.0,0.0
1,Sentient,2025-11-13 11:30:11.069821,sentient_step_adapted,11.0,Assembly PIECE 6,0.0,1.0,1.0,1.0,0.0
1,Sentient,2025-11-13 11:32:06.800107,navigate_next,11.0,Assembly PIECE 6,0.0,0.0,0.0,0.0,0.0
